Distribution,Per_Redn,0.2,0.4,0.5,0.6,0.8
"Normal_bimodal_N~(180,30),N~(300,60)",5.0,472.5080376578529,431.4195644172034,414.7061686307631,386.6490012094265,354.0792098163853
,15.0,472.5080376578529,431.4195644172034,414.7061686307631,386.6490012094265,348.7346201110234
,25.0,472.5080376578529,431.4195644172034,414.7061686307631,386.6490012094265,348.7346201110234
,40.0,472.5080376578529,431.4195644172034,414.7061686307631,386.6490012094265,348.7346201110234
,50.0,472.5080376578529,431.4195644172034,414.7061686307631,386.6490012094265,348.7346201110234
,P-median,467.6666666666667,427.0,406.6666666666667,386.3333333333333,345.6666666666667
,,,,,,
"Normal_bimodal_N~(180,30),N~(300,50)",5.0,473.5709080282232,431.7424347875738,414.6217241863186,386.6487234316487,353.9215246312001
,15.0,473.5709080282232,431.7424347875738,414.6217241863186,386.6487234316487,348.8450830739863
,25.0,473.5709080282232,431.7424347875738,414.6217241863186,386.6487234316487,348.8450830739863
,40.0,473.5709080282232,431.7424347875738,414.6217241863186,386.6487234316487,348.8450830739863
,50.0,473.5709080282232,431.7424347875738,414.6217241863186,386.6487234316487,348.8450830739863
,P-median,467.6666666666667,427.0,406.6666666666667,386.3333333333333,345.6666666666667
,,,,,,
"Normal_bimodal_N~(180,30),N~(300,40)",5.0,474.7763709911862,432.1264779974504,414.5239464085408,386.6649734316487,353.7635616682371
,15.0,474.7763709911862,432.1264779974504,414.5239464085408,386.6597339307805,348.97031455546767
,25.0,474.7763709911862,432.1264779974504,414.5239464085408,386.6597339307805,348.97031455546767
,40.0,474.7763709911862,432.1264779974504,414.5239464085408,386.6597339307805,348.97031455546767
,50.0,474.7763709911862,432.1264779974504,414.5239464085408,386.6597339307805,348.97031455546767
,P-median,467.6666666666667,427.0,406.6666666666667,386.3333333333333,345.6666666666667
,,,,,,
"Normal_bimodal_N~(180,30),N~(300,30)",5.0,476.1333154356306,432.5325582443639,414.3593630752075,386.6627975057228,353.604626483052
,15.0,476.1333154356306,432.5325582443639,414.3593630752075,386.65445615300274,349.07781455546774
,25.0,476.1333154356306,432.5325582443639,414.3593630752075,386.65445615300274,349.07781455546774
,40.0,476.1333154356306,432.5325582443639,414.3593630752075,386.65445615300274,349.07781455546774
,50.0,476.1333154356306,432.5325582443639,414.3593630752075,386.65445615300274,349.07781455546774
,P-median,467.6666666666667,427.0,406.6666666666667,386.3333333333333,345.6666666666667
,,,,,,
"Normal_bimodal_N~(180,30),N~(300,20)",5.0,477.64350062081576,432.9657372567096,414.0891778900223,386.64427898720425,353.4660153719408
,15.0,477.64350062081576,432.9657372567096,414.0891778900223,386.6122647949781,349.1511015925048
,25.0,477.64350062081576,432.9657372567096,414.0891778900223,386.6122647949781,349.1511015925048
,40.0,477.64350062081576,432.9657372567096,414.0891778900223,386.6122647949781,349.1511015925048
,50.0,477.64350062081576,432.9657372567096,414.0891778900223,386.6122647949781,349.1511015925048
,P-median,467.6666666666667,427.0,406.6666666666667,386.3333333333333,345.6666666666667
,,,,,,
"Normal_bimodal_N~(180,30),N~(120,30)",5.0,286.9981552416372,265.58180809646547,255.2772247631321,245.0556969853543,225.17947429999967
,15.0,286.9981552416372,265.58180809646547,253.63409106711495,242.1696132216106,223.79619163242185
,25.0,286.9981552416372,265.58180809646547,253.63409106711495,242.1696132216106,223.79619163242185
,40.0,286.9981552416372,265.58180809646547,253.63409106711495,242.1696132216106,223.79619163242185
,50.0,286.9981552416372,265.58180809646547,253.63409106711495,242.1696132216106,223.79619163242185
,P-median,223.66666666666666,244.0,254.16666666666666,264.3333333333333,284.6666666666667
,,,,,,
"Normal_bimodal_N~(180,30),N~(120,20)",5.0,287.1294515379335,265.7891692075766,255.52379883720613,245.3916229112802,224.9196131888886
,15.0,287.1294515379335,265.7891692075766,251.82050440012912,242.7042432408373,223.568815089212
,25.0,287.1294515379335,265.7891692075766,251.82050440012912,242.7042432408373,223.568815089212
,40.0,287.1294515379335,265.7891692075766,251.82050440012912,242.7042432408373,223.568815089212
,50.0,287.1294515379335,265.7891692075766,251.82050440012912,242.7042432408373,223.568815089212
,P-median,223.66666666666666,244.0,254.16666666666666,264.3333333333333,284.6666666666667
,,,,,,
"Normal_bimodal_N~(180,30),N~(120,10)",5.0,287.42246079719274,266.0589840223913,255.7588914297988,245.7188914297988,224.6736872629627
,15.0,287.42246079719274,266.0589840223913,252.043343906302,242.80753027787435,223.42532743489096
,25.0,287.42246079719274,266.0589840223913,252.043343906302,242.80753027787435,223.42532743489096
,40.0,287.42246079719274,266.0589840223913,252.043343906302,242.80753027787435,223.42532743489096
,50.0,287.42246079719274,266.0589840223913,252.043343906302,242.80753027787435,223.42532743489096
,P-median,223.66666666666666,244.0,254.16666666666666,264.3333333333333,284.6666666666667
,,,,,,
"Normal_bimodal_N~(180,20),N~(300,60)",5.0,472.6985006208157,431.4515397258455,418.91902280753055,386.3492326909079,353.7169875941632
,15.0,472.6985006208157,431.4515397258455,414.9498723344667,386.3492326909079,347.7236015925049
,25.0,472.6985006208157,431.4515397258455,414.9498723344667,386.3492326909079,347.7236015925049
,40.0,472.6985006208157,431.4515397258455,414.9498723344667,386.3492326909079,347.7236015925049
,50.0,472.6985006208157,431.4515397258455,414.9498723344667,386.3492326909079,347.7236015925049
,P-median,467.6666666666667,427.0,406.6666666666667,386.3333333333333,345.6666666666667
,,,,,,
"Normal_bimodal_N~(180,20),N~(300,50)",5.0,473.5467413615566,431.6525273801664,419.11809688160463,386.2508067649819,353.5256912978668
,15.0,473.5467413615566,431.6525273801664,414.7383908529852,386.2508067649819,347.7977219628752
,25.0,473.5467413615566,431.6525273801664,414.7383908529852,386.2508067649819,347.7977219628752
,40.0,473.5467413615566,431.6525273801664,414.7383908529852,386.2508067649819,347.7977219628752
,50.0,473.5467413615566,431.6525273801664,414.7383908529852,386.2508067649819,347.7977219628752
,P-median,467.6666666666667,427.0,406.6666666666667,386.3333333333333,345.6666666666667
,,,,,,
"Normal_bimodal_N~(180,20),N~(300,40)",5.0,474.8120191393343,432.0384533060923,414.5807519640964,386.2498808390561,353.3874968534224
,15.0,474.8120191393343,432.0384533060923,414.5807519640964,386.2498808390561,347.89369418509744
,25.0,474.8120191393343,432.0384533060923,414.5807519640964,386.2498808390561,347.89369418509744
,40.0,474.8120191393343,432.0384533060923,414.5807519640964,386.2498808390561,347.89369418509744
,50.0,474.8120191393343,432.0384533060923,414.5807519640964,386.2498808390561,347.89369418509744
,P-median,467.6666666666667,427.0,406.6666666666667,386.3333333333333,345.6666666666667
,,,,,,
"Normal_bimodal_N~(180,20),N~(300,30)",5.0,476.2856302504454,432.4567866394257,414.3471871492815,386.2412234316487,353.2698116682371
,15.0,476.2856302504454,432.4567866394257,414.3471871492815,386.2412234316487,347.971610851764
,25.0,476.2856302504454,432.4567866394257,414.3471871492815,386.2412234316487,347.971610851764
,40.0,476.2856302504454,432.4567866394257,414.3471871492815,386.2412234316487,347.971610851764
,50.0,476.2856302504454,432.4567866394257,414.3471871492815,386.2412234316487,347.971610851764
,P-median,467.6666666666667,427.0,406.6666666666667,386.3333333333333,345.6666666666667
,,,,,,
"Normal_bimodal_N~(180,20),N~(300,20)",5.0,477.84516728748247,432.8909224418948,414.04158529742966,386.2074271353523,353.1693950015705
,15.0,477.84516728748247,432.8909224418948,414.04158529742966,386.2074271353523,348.0326756665789
,25.0,477.84516728748247,432.8909224418948,414.04158529742966,386.2074271353523,348.0326756665789
,40.0,477.84516728748247,432.8909224418948,414.04158529742966,386.2074271353523,348.0326756665789
,50.0,477.84516728748247,432.8909224418948,414.04158529742966,386.2074271353523,348.0326756665789
,P-median,467.6666666666667,427.0,406.6666666666667,386.3333333333333,345.6666666666667
,,,,,,
"Normal_bimodal_N~(180,20),N~(120,30)",5.0,287.4491737601557,265.87875254090983,255.4962525409099,245.1637988372061,225.0431317074072
,15.0,287.4491737601557,265.87875254090983,253.72622069674455,242.47560087593163,223.8682286694589
,25.0,287.4491737601557,265.87875254090983,253.72622069674455,242.47560087593163,223.8682286694589
,40.0,287.4491737601557,265.87875254090983,253.72622069674455,242.47560087593163,223.8682286694589
,50.0,287.4491737601557,265.87875254090983,253.72622069674455,242.47560087593163,223.8682286694589
,P-median,223.66666666666666,244.0,254.16666666666666,264.3333333333333,284.6666666666667
,,,,,,
"Normal_bimodal_N~(180,20),N~(120,20)",5.0,287.5553311675631,266.0979192075765,255.71111365202097,245.4570858742432,224.78465948518493
,15.0,287.5553311675631,266.0979192075765,252.07464020259823,242.40269964136368,223.6652965706934
,25.0,287.5553311675631,266.0979192075765,252.07464020259823,242.40269964136368,223.6652965706934
,40.0,287.5553311675631,266.0979192075765,252.07464020259823,242.40269964136368,223.6652965706934
,50.0,287.5553311675631,266.0979192075765,252.07464020259823,242.40269964136368,223.6652965706934
,P-median,223.66666666666666,244.0,254.16666666666666,264.3333333333333,284.6666666666667
,,,,,,
"Normal_bimodal_N~(180,20),N~(120,10)",5.0,287.6471367231186,266.339863652021,255.8166229112802,245.7294469853543,224.52484467037007
,15.0,287.6471367231186,266.339863652021,252.16735625198095,242.3792737154378,223.5133212620515
,25.0,287.6471367231186,266.339863652021,252.16735625198095,242.3792737154378,223.5133212620515
,40.0,287.6471367231186,266.339863652021,252.16735625198095,242.3792737154378,223.5133212620515
,50.0,287.6471367231186,266.339863652021,252.16735625198095,242.3792737154378,223.5133212620515
,P-median,223.66666666666666,244.0,254.16666666666666,264.3333333333333,284.6666666666667
,,,,,,
"Normal_bimodal_N~(180,40),N~(300,60)",5.0,472.4610006208159,431.5122496023887,414.6040390011333,386.9819641723894,354.4604598163853
,15.0,472.4610006208159,431.5122496023887,414.6040390011333,386.7823882517683,349.7766571480603
,25.0,472.4610006208159,431.5122496023887,414.6040390011333,386.7823882517683,349.7766571480603
,40.0,472.4610006208159,431.5122496023887,414.6040390011333,386.7823882517683,349.7766571480603
,50.0,472.4610006208159,431.5122496023887,414.6040390011333,386.7823882517683,349.7766571480603
,P-median,467.6666666666667,427.0,406.6666666666667,386.3333333333333,345.6666666666667
,,,,,,
"Normal_bimodal_N~(180,40),N~(300,50)",5.0,473.57757469488985,431.8607372567096,414.5476964085408,387.0299271353524,354.322126483052
,15.0,473.57757469488985,431.8607372567096,414.5476964085408,386.8114623258424,349.9100830739864
,25.0,473.57757469488985,431.8607372567096,414.5476964085408,386.8114623258424,349.9100830739864
,40.0,473.57757469488985,431.8607372567096,414.5476964085408,386.8114623258424,349.9100830739864
,50.0,473.57757469488985,431.8607372567096,414.5476964085408,386.8114623258424,349.9100830739864
,P-median,467.6666666666667,427.0,406.6666666666667,386.3333333333333,345.6666666666667
,,,,,,
"Normal_bimodal_N~(180,40),N~(300,40)",5.0,474.7468339541492,432.2340705900429,414.4734371492815,387.0727975057228,354.16772833490376
,15.0,474.7468339541492,432.2340705900429,414.4734371492815,386.84649319003984,350.04457381472696
,25.0,474.7468339541492,432.2340705900429,414.4734371492815,386.84649319003984,350.04457381472696
,40.0,474.7468339541492,432.2340705900429,414.4734371492815,386.84649319003984,350.04457381472696
,50.0,474.7468339541492,432.2340705900429,414.4734371492815,386.84649319003984,350.04457381472696
,P-median,467.6666666666667,427.0,406.6666666666667,386.3333333333333,345.6666666666667
,,,,,,
"Normal_bimodal_N~(180,40),N~(300,30)",5.0,476.0209080282231,432.62110762708,414.35802048261473,387.0878438020191,353.9959690756445
,15.0,476.0209080282231,432.62110762708,414.35802048261473,386.86930183201525,350.16878677769
,25.0,476.0209080282231,432.62110762708,414.35802048261473,386.86930183201525,350.16878677769
,40.0,476.0209080282231,432.62110762708,414.35802048261473,386.86930183201525,350.16878677769
,50.0,476.0209080282231,432.62110762708,414.35802048261473,386.86930183201525,350.16878677769
,P-median,467.6666666666667,427.0,406.6666666666667,386.3333333333333,345.6666666666667
,,,,,,
"Normal_bimodal_N~(180,40),N~(300,20)",5.0,477.4592413615565,434.2190181539426,414.1553352974296,387.07270491313017,353.8148579645334
,15.0,477.4592413615565,432.8373172556139,414.1553352974296,386.86390059744735,350.27522196287515
,25.0,477.4592413615565,432.8373172556139,414.1553352974296,386.86390059744735,350.27522196287515
,40.0,477.4592413615565,432.8373172556139,414.1553352974296,386.86390059744735,350.27522196287515
,50.0,477.4592413615565,432.8373172556139,414.1553352974296,386.86390059744735,350.27522196287515
,P-median,467.6666666666667,427.0,406.6666666666667,386.3333333333333,345.6666666666667
,,,,,,
"Normal_bimodal_N~(180,40),N~(120,30)",5.0,286.5600996860816,265.2750025409099,255.0610210594284,244.92398402239135,225.30391874444416
,15.0,286.5600996860816,265.2750025409099,253.56154477081876,243.48617440044825,223.7094323731626
,25.0,286.5600996860816,265.2750025409099,253.56154477081876,243.48617440044825,223.7094323731626
,40.0,286.5600996860816,265.2750025409099,253.56154477081876,243.48617440044825,223.7094323731626
,50.0,286.5600996860816,265.2750025409099,253.56154477081876,243.48617440044825,223.7094323731626
,P-median,223.66666666666666,244.0,254.16666666666666,264.3333333333333,284.6666666666667
,,,,,,
"Normal_bimodal_N~(180,40),N~(120,20)",5.0,286.87320153793337,265.614400689058,255.43139142979877,245.36963217053943,225.08461318888865
,15.0,286.87320153793337,265.614400689058,251.61991798037604,242.6014191667632,223.50279657069348
,25.0,286.87320153793337,265.614400689058,251.61991798037604,242.6014191667632,223.50279657069348
,40.0,286.87320153793337,265.614400689058,251.61991798037604,242.6014191667632,223.50279657069348
,50.0,286.87320153793337,265.614400689058,251.61991798037604,242.6014191667632,223.50279657069348
,P-median,223.66666666666666,244.0,254.16666666666666,264.3333333333333,284.6666666666667
,,,,,,
"Normal_bimodal_N~(180,40),N~(120,10)",5.0,288.37079413052606,273.23892341061384,256.31259513350244,246.16379883720617,225.02780763333303
,15.0,288.37079413052606,265.491648629599,252.4426031655612,243.72242440044835,223.51517311390333
,25.0,288.37079413052606,265.491648629599,252.4426031655612,243.72242440044835,223.51517311390333
,40.0,288.37079413052606,265.491648629599,252.4426031655612,243.72242440044835,223.51517311390333
,50.0,288.37079413052606,265.491648629599,252.4426031655612,243.72242440044835,223.51517311390333
,P-median,223.66666666666666,244.0,254.16666666666666,264.3333333333333,284.6666666666667
,,,,,,
